,id,date_review_posted,review_title,review,verified_purchase,people_find_helpful,ratings,product_url,start,end,author,product_category
0,AGS35DONILKOO26GHVF4MD5HI5JQ,"July 30, 2020",parfait,Parfait,yes,0,5.0,https://www.amazon.ca/Xbox-Wireless-Controller-Cyberpunk-Limited/dp/B086HMFYFD/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:42:01.732421,2020-09-14 00:42:11.016039,Steven mccl,Electronics
1,AGS35DONILKOO26GHVF4MD5HI5JQ,"July 29, 2020",très bien,Very good,yes,0,4.0,https://www.amazon.ca/DC-Mens-Anvil-Tx-Skate-Castlerock/dp/B07RXWVHRL/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:42:19.099112,2020-09-14 00:42:27.347143,Steven mccl,Electronics
2,AGS35DONILKOO26GHVF4MD5HI5JQ,"July 25, 2020",Elle fait la job,Correct mais je mentendais a un peu mieux par rapport au prix payer mais fait l'affaire pour le moment mais la bacterie ne dure vraiment pas 10h comme décrit elle dure environs 5 6 h maximum,yes,0,4.0,https://www.amazon.ca/Acer-Aspire-Celeron-Windows-A115-31-C2Y3/dp/B086XXW87C/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:42:37.442984,2020-09-14 00:42:46.722187,Steven mccl,Electronics
3,AGS35DONILKOO26GHVF4MD5HI5JQ,"July 25, 2020",pas pire,Pas pire mais pas très résistant a la laveuse et secheuse,yes,0,4.0,https://www.amazon.ca/LUWELL-PRO-Running-Breathable-Shorts%EF%BC%880607-Gray-M%EF%BC%89/dp/B07TDJNGJ3/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:42:53.808672,2020-09-14 00:43:00.088328,Steven mccl,Electronics
4,AGS35DONILKOO26GHVF4MD5HI5JQ,"July 22, 2020",parfait,good,yes,0,5.0,https://www.amazon.ca/Sensodyne-Whitening-Tarter-Fighting-Toothpaste/dp/B00HHY9OHW/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:43:09.169553,2020-09-14 00:43:18.442560,Steven mccl,Electronics
5,AGS35DONILKOO26GHVF4MD5HI5JQ,"July 22, 2020",Il fait la job malgré sa grosseur,Très bien mais je mentendais a beaucoup plus gros rouleau pour le prix mais il est bien dans son ensemble,yes,0,4.0,https://www.amazon.ca/AmazonBasics-Multi-Purpose-Labels-LabelWriter-Printers/dp/B074KNG5HT/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:43:28.550839,2020-09-14 00:43:37.852410,Steven mccl,Electronics
6,AGS35DONILKOO26GHVF4MD5HI5JQ,"July 14, 2020",mauvaise qualité,Très descu ne colle pas bien du tout inutile. Mauvaise qualité.,yes,0,1.0,https://www.amazon.ca/Elmers-60509q-Strength-Office-3-pack/dp/B008BV9JQG/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:43:44.943078,2020-09-14 00:43:53.233479,Steven mccl,Electronics
7,AGS35DONILKOO26GHVF4MD5HI5JQ,"July 6, 2020",il sont de bonne qualite,Beaucoup plus grose que je penssait les bouteilles je le recommande.,yes,0,5.0,https://www.amazon.ca/Softsoap-Liquid-Refill-Aquarium-Liter/dp/B07L92R2F4/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:44:03.330808,2020-09-14 00:44:11.649065,Steven mccl,Electronics
8,AGS35DONILKOO26GHVF4MD5HI5JQ,"June 22, 2020",parfait,Exactement se que je voulais merci,yes,0,5.0,https://www.amazon.ca/Konami-Yu-Gi-Oh-TCG-Dimensions-Genuine/dp/B07YP2KTKQ/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:44:21.730389,2020-09-14 00:44:30.019003,Steven mccl,Electronics
9,AGS35DONILKOO26GHVF4MD5HI5JQ,"June 18, 2020",Vous devriez pas lacheter,très descu,yes,0,1.0,https://www.amazon.ca/Yu-Gi-Oh-831266-Yu-Gi-Oh/dp/B06XW3Q7ZW/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:44:39.113064,2020-09-14 00:44:47.389465,Steven mccl,Electronics
