,subproduct_author_id,verified_purchase,review_title,reviews,date,reviewer_name,ratings,people_find_helpful,reviewer_profile_url,start_time,end_time,product_name,brand_name,rank,product_id,author_id
0,AF6GTDBA254O77D6EMQYYQOCBGXQ,True,Great leggings!,These pants look great and feel comfortable. They’re the only “leggings “ that I’ve seen that are appropriate for office wear as well. They do size large so although I regularly wear size 5-6 a size 4 fits perfectly. Now that I know that I will order more size 4s in the future,"May 15, 2019",Tina,5.0,6,https://www.amazon.ca/gp/profile/amzn1.account.AF6GTDBA254O77D6EMQYYQOCBGXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-29 02:45:04.588197,2020-09-29 02:45:04.857681,Suko Jeans Womens Pull on Ponte Pants - Skinny Legging - Figure Flattering - Stretch,No,"8,045",B002G9UDYG,AEL4PEFWBBEB7RDVIFLE6DVJDYKQ
1,AE7FPAO5AK3WPFSW6MXZ57RITFYQ,True,Beautiful!!!,"Love these pants so much!
They fit perfectly and hug to your curves making your butt look great. They are 100% non-seethrough, so you don't have to worry about taking a squat or bending over. They have a waistband to keep them in place, but it can be a little loose on the waist and may slide down a bit.
Was very happy with this order!","September 9, 2019",Rachel,5.0,4,https://www.amazon.ca/gp/profile/amzn1.account.AE7FPAO5AK3WPFSW6MXZ57RITFYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-29 02:45:04.867443,2020-09-29 02:45:05.139395,Suko Jeans Womens Pull on Ponte Pants - Skinny Legging - Figure Flattering - Stretch,No,"8,045",B002G9UDYG,AEL4PEFWBBEB7RDVIFLE6DVJDYKQ
2,AFJ2ZX47S7VDKMVJPOWNTUWRSCGA,True,Excellent quality pants,"These are extremely well made, thick, well fitting stylish pants, I ordered a size 12 but needed to replace it with size 10 since they are a roomy fit. This is now my favorite pants seller due to high quality materials, machine washable easy care clothes for affordable price. This is a favorite pants seller!.FYI check out their other pants and you'll find their standard size chart. Thank You seller for providing such excellent high quality ,low priced pants, I'm very happy!","March 4, 2020",Ingrid,5.0,One,https://www.amazon.ca/gp/profile/amzn1.account.AFJ2ZX47S7VDKMVJPOWNTUWRSCGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-29 02:45:05.149155,2020-09-29 02:45:05.444710,Suko Jeans Womens Pull on Ponte Pants - Skinny Legging - Figure Flattering - Stretch,No,"8,045",B002G9UDYG,AEL4PEFWBBEB7RDVIFLE6DVJDYKQ
3,AG5YSXOXJQFIVH7ZJZO6YJRSIQRQ,True,Comfy pants for work,"As described, nice and comfy for work while not looking too much like leggings. Fabric is thick and opaque. Pants are nice and long, I’m 5’7 and I may hem them. It took me a couple tries to get the right size, they are not consistent across the brand. I'm an 8 in this style but a 6 in another and a 4 in another! (Yes I have 3 pairs of their pants) The seam on one pair started coming out after months of wear, I just ran it through my sewing machine and it's good as new so I will watch for that on these new pairs","December 15, 2018",MD,4.0,2,https://www.amazon.ca/gp/profile/amzn1.account.AG5YSXOXJQFIVH7ZJZO6YJRSIQRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-29 02:45:05.454423,2020-09-29 02:45:05.656158,Suko Jeans Womens Pull on Ponte Pants - Skinny Legging - Figure Flattering - Stretch,No,"8,045",B002G9UDYG,AEL4PEFWBBEB7RDVIFLE6DVJDYKQ
4,AGSBKOR2T64IU35JGAA7HB7VLPJQ,True,Pants are good quality and feel very comfortable,"Pants are good quality and feel very comfortable. Were a little too big, so returned and ordered same pant one size smaller! Fantastic service from the seller! Will certainly order from them again!","March 28, 2018",Sandy p.,4.0,4,https://www.amazon.ca/gp/profile/amzn1.account.AGSBKOR2T64IU35JGAA7HB7VLPJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-29 02:45:05.662989,2020-09-29 02:45:05.866554,Suko Jeans Womens Pull on Ponte Pants - Skinny Legging - Figure Flattering - Stretch,No,"8,045",B002G9UDYG,AEL4PEFWBBEB7RDVIFLE6DVJDYKQ
5,AGTQJG7K7WD55DOCMQSQPD7GK64A,True,Nice pants,"I’m an 8 and these fit perfect (8). I’m 5.7 145.
I love how thick this fabric is. These are nice enough for work.
I probably wouldn’t wear around the house because it’s a bit stiff, but for sure would wear anywhere I would be dressed nicely.
Feels like good quality. Don’t slip down.
And when I bend over you don’t see my undies.","August 20, 2020",Justanother,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AGTQJG7K7WD55DOCMQSQPD7GK64A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-29 02:45:05.873512,2020-09-29 02:45:06.055190,Suko Jeans Womens Pull on Ponte Pants - Skinny Legging - Figure Flattering - Stretch,No,"8,045",B002G9UDYG,AEL4PEFWBBEB7RDVIFLE6DVJDYKQ
6,AGCGP4VYUGV4Y4L3ECEPBX3V5NAA,True,Please make thicker pants for winter!,"These are the only pants I've found in recent years that stretch just right, fit as perfectly and as comfortably as yoga pants, AND are dressy enough to wear to the office. I just wish Rekucci sold winter fabric pants on Amazon.","November 10, 2018",Aaron Tosca,5.0,2,https://www.amazon.ca/gp/profile/amzn1.account.AGCGP4VYUGV4Y4L3ECEPBX3V5NAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-29 02:45:06.061045,2020-09-29 02:45:06.236777,Suko Jeans Womens Pull on Ponte Pants - Skinny Legging - Figure Flattering - Stretch,No,"8,045",B002G9UDYG,AEL4PEFWBBEB7RDVIFLE6DVJDYKQ
7,AHPKHTNJKTJFOY4R5SI23X5NKYKA,True,they're really nice. The fabric looks and feels nice and is ...,"I'm sorry to say that I'll be returning these pants. Unfortunately they are too large and I just can't make it work. I'm not sure this is the fault of the product or company, I'm very tall and very skinny and I always have a hard time finding pants that fit properly. The reason I say I'm sorry to be returning these pants is that apart from being too large, they're really nice. The fabric looks and feels nice and is not too thin, they are very stretchy without looking like spandex, and they are comfortable. If they had a size 0 I would just exchange them.","July 9, 2018",EK,4.0,One,https://www.amazon.ca/gp/profile/amzn1.account.AHPKHTNJKTJFOY4R5SI23X5NKYKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-29 02:45:06.243714,2020-09-29 02:45:06.503264,Suko Jeans Womens Pull on Ponte Pants - Skinny Legging - Figure Flattering - Stretch,No,"8,045",B002G9UDYG,AEL4PEFWBBEB7RDVIFLE6DVJDYKQ
8,AHVE7Q6QBAUGKMPZAHIVDL5EAWAA,True,Good quality,Nice quality but fits a bit larger than expected and quite long as well. I kind of fit between 2 sizes and probably would have ordered the smaller size had I pre tried them. Will see how they fit after washing them,"January 20, 2019",Linda Jackson,4.0,One,https://www.amazon.ca/gp/profile/amzn1.account.AHVE7Q6QBAUGKMPZAHIVDL5EAWAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-29 02:45:06.514403,2020-09-29 02:45:06.717031,Suko Jeans Womens Pull on Ponte Pants - Skinny Legging - Figure Flattering - Stretch,No,"8,045",B002G9UDYG,AEL4PEFWBBEB7RDVIFLE6DVJDYKQ
9,AHVKLJXNXGJIH6YSVTYYT6JZXZRA,True,I am not sure how I feel,I think the fabric is great. The length is good. The price is expensive for what they are. These would fit someone with large hips or big but . I went over the size chart many times to make sure I ordered the correct size but there is way to much material at the crotch.,"November 6, 2019",Kristina Cathcart,3.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AHVKLJXNXGJIH6YSVTYYT6JZXZRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-29 02:45:06.723862,2020-09-29 02:45:06.941346,Suko Jeans Womens Pull on Ponte Pants - Skinny Legging - Figure Flattering - Stretch,No,"8,045",B002G9UDYG,AEL4PEFWBBEB7RDVIFLE6DVJDYKQ
